temperature,tile_conc,blocker_conc,blocker_mult,growth_rate,nucleation_rate,nucleation_rate_05,nucleation_rate_95
30.2,1e-16,0.0,0.0,-7.936507936507936e-06,0.0,0.0,0.0
30.799999999999997,1e-16,0.0,0.0,-9.920634920634922e-06,0.0,0.0,0.0
32.19999999999999,1e-16,0.0,0.0,-8.432539682539682e-06,0.0,0.0,0.0
30.599999999999998,1e-16,0.0,0.0,-8.92857142857143e-06,0.0,0.0,0.0
31.199999999999996,1e-16,0.0,0.0,-6.448412698412699e-06,0.0,0.0,0.0
30.4,1e-16,0.0,0.0,-9.424603174603175e-06,0.0,0.0,0.0
31.799999999999994,1e-16,0.0,0.0,-8.432539682539682e-06,0.0,0.0,0.0
31.599999999999994,1e-16,0.0,0.0,-7.936507936507936e-06,0.0,0.0,0.0
30.999999999999996,1e-16,0.0,0.0,-6.944444444444445e-06,0.0,0.0,0.0
31.399999999999995,1e-16,0.0,0.0,-7.440476190476191e-06,0.0,0.0,0.0
30.0,1e-16,0.0,0.0,-9.920634920634922e-06,0.0,0.0,0.0
32.39999999999999,1e-16,0.0,0.0,-8.432539682539684e-06,0.0,0.0,0.0
33.19999999999999,1e-16,0.0,0.0,-8.432539682539682e-06,0.0,0.0,0.0
32.599999999999994,1e-16,0.0,0.0,-1.0416666666666668e-05,0.0,0.0,0.0
33.59999999999999,1e-16,0.0,0.0,-9.424603174603175e-06,0.0,0.0,0.0
34.399999999999984,1e-16,0.0,0.0,-1.1904761904761907e-05,0.0,0.0,0.0
32.999999999999986,1e-16,0.0,0.0,-1.0912698412698414e-05,0.0,0.0,0.0
33.999999999999986,1e-16,0.0,0.0,-9.424603174603175e-06,0.0,0.0,0.0
32.79999999999999,1e-16,0.0,0.0,-7.440476190476192e-06,0.0,0.0,0.0
34.19999999999999,1e-16,0.0,0.0,-1.140873015873016e-05,0.0,0.0,0.0
31.999999999999993,1e-16,0.0,0.0,-7.440476190476191e-06,0.0,0.0,0.0
33.39999999999999,1e-16,0.0,0.0,-7.440476190476191e-06,0.0,0.0,0.0
33.79999999999998,1e-16,0.0,0.0,-7.936507936507936e-06,0.0,0.0,0.0
34.59999999999998,1e-16,0.0,0.0,-1.4880952380952383e-05,0.0,0.0,0.0
34.999999999999986,1e-16,0.0,0.0,-1.0416666666666668e-05,0.0,0.0,0.0
34.79999999999998,1e-16,0.0,0.0,-1.1904761904761905e-05,0.0,0.0,0.0
35.19999999999998,1e-16,0.0,0.0,-1.3392857142857144e-05,0.0,0.0,0.0
35.99999999999998,1e-16,0.0,0.0,-1.2896825396825398e-05,0.0,0.0,0.0
35.39999999999998,1e-16,0.0,0.0,-1.2400793650793649e-05,0.0,0.0,0.0
36.199999999999974,1e-16,0.0,0.0,-1.736111111111111e-05,0.0,0.0,0.0
35.79999999999998,1e-16,0.0,0.0,-1.537698412698413e-05,0.0,0.0,0.0
35.59999999999998,1e-16,0.0,0.0,-1.5873015873015872e-05,0.0,0.0,0.0
36.39999999999998,1e-16,0.0,0.0,-1.636904761904762e-05,0.0,0.0,0.0
36.59999999999998,1e-16,0.0,0.0,-2.4305555555555554e-05,0.0,0.0,0.0
36.799999999999976,1e-16,0.0,0.0,-2.232142857142857e-05,0.0,0.0,0.0
36.99999999999997,1e-16,0.0,0.0,-2.4305555555555554e-05,0.0,0.0,0.0
37.199999999999974,1e-16,0.0,0.0,-3.3234126984126983e-05,0.0,0.0,0.0
37.39999999999998,1e-16,0.0,0.0,-2.2321428571428568e-05,0.0,0.0,0.0
37.59999999999997,1e-16,0.0,0.0,-2.8273809523809523e-05,0.0,0.0,0.0
37.79999999999997,1e-16,0.0,0.0,-2.777777777777778e-05,0.0,0.0,0.0
37.99999999999997,1e-16,0.0,0.0,-4.31547619047619e-05,0.0,0.0,0.0
38.199999999999974,1e-16,0.0,0.0,-4.414682539682539e-05,0.0,0.0,0.0
38.39999999999997,1e-16,0.0,0.0,-5.059523809523809e-05,0.0,0.0,0.0
38.79999999999997,1e-16,0.0,0.0,-6.398809523809524e-05,0.0,0.0,0.0
38.599999999999966,1e-16,0.0,0.0,-5.109126984126984e-05,0.0,0.0,0.0
38.99999999999997,1e-16,0.0,0.0,-7.837301587301588e-05,0.0,0.0,0.0
39.19999999999997,1e-16,0.0,0.0,-8.482142857142856e-05,0.0,0.0,0.0
39.599999999999966,1e-16,0.0,0.0,-9.424603174603174e-05,0.0,0.0,0.0
39.999999999999964,1e-16,0.0,0.0,-0.00013442460317460316,0.0,0.0,0.0
39.39999999999996,1e-16,0.0,0.0,-8.978174603174605e-05,0.0,0.0,0.0
39.79999999999997,1e-16,0.0,0.0,-0.0001121031746031746,0.0,0.0,0.0
40.19999999999996,1e-16,0.0,0.0,-0.0001388888888888889,0.0,0.0,0.0
41.19999999999996,1e-16,0.0,0.0,-0.0002093253968253968,0.0,0.0,0.0
40.599999999999966,1e-16,0.0,0.0,-0.0001507936507936508,0.0,0.0,0.0
40.39999999999996,1e-16,0.0,0.0,-0.00014037698412698411,0.0,0.0,0.0
40.99999999999996,1e-16,0.0,0.0,-0.0001830357142857143,0.0,0.0,0.0
40.79999999999996,1e-16,0.0,0.0,-0.0001865079365079365,0.0,0.0,0.0
41.39999999999996,1e-16,0.0,0.0,-0.00025942460317460316,0.0,0.0,0.0
41.59999999999996,1e-16,0.0,0.0,-0.00026488095238095237,0.0,0.0,0.0
41.799999999999955,1e-16,0.0,0.0,-0.0002847222222222222,0.0,0.0,0.0
41.99999999999996,1e-16,0.0,0.0,-0.00031696428571428576,0.0,0.0,0.0
42.399999999999956,1e-16,0.0,0.0,-0.0003973214285714287,0.0,0.0,0.0
42.59999999999995,1e-16,0.0,0.0,-0.0004360119047619048,0.0,0.0,0.0
42.19999999999996,1e-16,0.0,0.0,-0.00032738095238095237,0.0,0.0,0.0
42.799999999999955,1e-16,0.0,0.0,-0.0005089285714285714,0.0,0.0,0.0
43.19999999999995,1e-16,0.0,0.0,-0.0006140873015873015,0.0,0.0,0.0
42.99999999999996,1e-16,0.0,0.0,-0.0005218253968253968,0.0,0.0,0.0
43.59999999999995,1e-16,0.0,0.0,-0.0007410714285714286,0.0,0.0,0.0
43.39999999999995,1e-16,0.0,0.0,-0.0006770833333333334,0.0,0.0,0.0
43.799999999999955,1e-16,0.0,0.0,-0.0008779761904761903,0.0,0.0,0.0
43.99999999999995,1e-16,0.0,0.0,-0.0009623015873015873,0.0,0.0,0.0
44.199999999999946,1e-16,0.0,0.0,-0.0011498015873015871,0.0,0.0,0.0
44.39999999999995,1e-16,0.0,0.0,-0.0012237103174603174,0.0,0.0,0.0
44.59999999999995,1e-16,0.0,0.0,-0.0014186507936507936,0.0,0.0,0.0
44.79999999999995,1e-16,0.0,0.0,-0.0016031746031746033,0.0,0.0,0.0
44.99999999999994,1e-16,0.0,0.0,-0.0018725198412698411,0.0,0.0,0.0
45.599999999999945,1e-16,0.0,0.0,-0.0028432539682539683,0.0,0.0,0.0
